home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,93.7223250031,17.1417939403,70.0384349266,7.33291234918,1913.0,2189.0,137.0,0.375,44339.0,94.5131412161,18.2899794043,74.7297241338,7.82408284146
2,57.7997255766,31.8527837968,20.1994873471,6.20943409129,1649.0,4259.0,90.0,0.578947368421,108837.0,58.2617052352,55.1088841323,34.9473758666,10.7430165617
8,85.5001738252,15.0409328011,0.0,18.5024460802,7188.0,3335.0,0.0,0.2,108837.0,33.5433788813,17.5916985056,0.0,21.6402438175
11,116.983275107,34.3779888722,78.9524682756,5.59686312067,1930.0,7690.0,481.0,0.6,86098.0,118.927320269,29.387097293,67.490389719,4.78432760201
13,109.449104122,23.6862980133,73.8121806664,12.509220076,1555.0,1410.0,66.0,0.4,40018.0,110.007698756,21.6413813555,67.439730328,11.4292576228
14,143.373251523,11.9526755676,126.87324239,5.61070339925,4548.0,4562.0,413.0,0.333333333333,65938.0,144.436621357,8.33675419972,88.4915708075,3.91335436677
15,71.9075383204,21.0552621934,0.0,10.2900829011,6564.0,5375.0,0.0,0.333333333333,65878.0,31.3453450944,29.2810221086,0.0,14.3101587697
18,79.4090599455,20.4701841144,51.5564707886,8.14340066129,5695.0,6713.0,231.0,0.4,108837.0,80.1700555643,25.7781468871,64.9251745633,10.2550019694
22,106.17253639,86.9889210949,0.0,19.1232099077,3521.0,6969.0,0.0,0.666666666667,108837.0,106.112131003,81.9316595914,0.0,18.0114467996
25,92.0201969921,74.0794888458,0.0,17.9380978294,2963.0,5837.0,0.0,0.666666666667,108837.0,92.0175866752,80.5035103893,0.0,19.4936529324
29,38.4045779318,19.007183257,0.0,13.1087185686,5807.0,4926.0,0.0,0.333333333333,108837.0,32.1159018256,49.4919727818,0.0,34.1332186801
33,97.5086746348,21.5105228248,66.4167040111,10.9998286832,5746.0,7362.0,283.0,0.4,108837.0,98.9270555191,22.0601119904,68.1136363097,11.2808719064
34,47.925179952,37.0399452608,0.0,9.00705722939,2483.0,5161.0,0.0,0.428571428571,108837.0,46.0470024902,77.2870238524,0.0,18.793997724
35,167.749647239,32.778009282,134.168031361,9.76064291586,2106.0,3887.0,1995.0,0.454545454545,108837.0,176.706683559,19.5398379797,79.9811108812,5.8185773124
