home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,104.879426449,19.0720025641,82.6107563844,5.15634904841,844.0,2211.0,290.0,0.454545454545,44339.0,106.839107997,18.184693805,78.7673609418,4.91645427803
2,132.25274152,,0.0,,0.0,0.0,0.0,,108837.0,,,0.0,
8,56.9942943338,47.6935540476,0.0,7.90121316727,1797.0,5568.0,0.0,0.555555555556,108837.0,55.5947672148,83.6812782842,0.0,13.863165181
11,112.114481861,93.4332414063,0.0,18.2802247908,771.0,1125.0,0.0,0.791666666667,86098.0,111.713466197,83.3373529048,0.0,16.304963005
13,77.8512910748,29.8175160722,0.0,4.70693199528,238.0,1087.0,0.0,0.631578947368,40018.0,34.5244480674,38.3006057581,0.0,6.04605515246
14,86.1924015191,20.6166471946,51.9481234925,9.66886471041,5413.0,4312.0,78.0,0.4,65938.0,82.2336353976,23.9193325992,60.2699571853,11.2177692465
15,63.5735366644,55.6004593786,0.0,6.10657659647,947.0,6120.0,0.0,0.75,65878.0,61.707035975,87.458496563,0.0,9.60553229673
18,70.8477170027,57.7301167796,0.0,12.6189316674,1718.0,3422.0,0.0,0.666666666667,108837.0,70.349048447,81.4847947428,0.0,17.8113455187
22,55.749752861,42.1829253763,0.0,12.3635131682,3305.0,4652.0,0.0,0.555555555556,108837.0,54.5464385446,75.6647755578,0.0,22.176803544
25,48.6390540955,30.4850633445,0.0,15.5878671584,3079.0,3912.0,0.0,0.428571428571,108837.0,46.0729305029,62.6761023862,0.0,32.0480474966
29,39.7867725926,33.3180818113,0.0,6.45926605184,2509.0,5247.0,0.0,0.666666666667,108837.0,39.7773478631,83.7416046596,0.0,16.234707243
33,47.7233772558,39.5543217621,0.0,7.81393131133,2753.0,6417.0,0.0,0.571428571429,108837.0,47.3682530734,82.8824866063,0.0,16.3733829428
34,83.2344597712,82.1967314291,0.0,0.0,0.0,3775.0,0.0,0.909090909091,108837.0,82.1967314291,98.7532467383,0.0,0.0
35,74.3901233606,51.1787485929,0.0,22.1343487002,2644.0,2305.0,0.0,0.555555555556,108837.0,73.3130972931,68.7977735227,0.0,29.7544185979
37,69.7421581455,45.0752324736,0.0,23.5086622447,1546.0,1769.0,0.0,0.52380952381,86098.0,68.5838947183,64.6312555737,0.0,33.7079649811
42,81.888937668,69.8265531035,0.0,11.3166643675,204.0,1663.0,0.0,0.771428571429,44339.0,81.143217471,85.2698240959,0.0,13.8195276307
43,43.0704223819,35.6588947098,0.0,7.39051555214,1870.0,3763.0,0.0,0.6,65878.0,43.0494102619,82.7920710728,0.0,17.1591434294
44,72.1558721364,16.7173737207,0.0,15.8569089873,1155.0,1289.0,0.0,0.269230769231,108837.0,32.574282708,23.1684175185,0.0,21.9759092612
45,66.984258796,48.3274398294,0.0,16.6986031219,1149.0,2379.0,0.0,0.5625,108837.0,65.0260429513,72.147457773,0.0,24.9291451784
46,139.57346592,49.4216145866,0.0,14.783290859,1291.0,2760.0,0.0,0.6,108837.0,64.2049054455,35.4090329854,0.0,10.5917630987
47,76.4589532191,74.0154910757,0.0,1.35852323681,63.0,2581.0,0.0,0.833333333333,44339.0,75.3740143125,96.804217112,0.0,1.77680072721
50,60.5455124009,38.779048669,0.0,16.5166308397,1406.0,2214.0,0.0,0.5,108837.0,55.2956795088,64.04941858,0.0,27.2796945385
51,155.868515438,18.7990034666,135.33603048,9.3915951401,400.0,675.0,194.0,0.4,23039.0,163.526629087,12.0608086975,86.8270478485,6.02533174432
52,54.5822486939,36.9177506634,0.0,17.6621291122,1523.0,1748.0,0.0,0.444444444444,44339.0,54.5798797755,67.636917765,0.0,32.3587421456
54,98.9288615226,7.10522783196,0.0,5.14578682911,1845.0,1982.0,0.0,0.25,108837.0,12.2510146611,7.18215869727,0.0,5.20150211972
55,140.163327825,20.846440131,0.0,8.16964526566,1751.0,3806.0,0.0,0.428571428571,108837.0,29.0160853967,14.8729631741,0.0,5.82866102883
57,82.3942315383,76.0846205464,0.0,5.77169853721,726.0,3561.0,0.0,0.807692307692,108837.0,81.8563190836,92.3421690158,0.0,7.0049789038
58,82.10140759,63.4030347199,0.0,14.1791617386,3079.0,6326.0,0.0,0.6,108837.0,77.5821964585,77.2252712603,0.0,17.2703028545
59,39.5861143602,9.01699835187,0.0,9.41699159652,2038.0,1097.0,0.0,0.164893617021,108837.0,18.4339899484,22.7781849712,0.0,23.78862323
60,60.453445916,33.356209444,0.0,12.1622227978,2934.0,4594.0,0.0,0.555555555556,108837.0,45.5184322419,55.1766883403,0.0,20.118328432
61,59.3462070152,41.8435227828,0.0,16.9681998189,2015.0,2150.0,0.0,0.5625,108837.0,58.8117226017,70.5074930434,0.0,28.591885939
67,118.598190832,95.271295394,0.0,12.3245721817,410.0,1286.0,0.0,0.733333333333,65878.0,107.595867576,80.3311540638,0.0,10.3918719968
68,66.8858121748,50.763972007,0.0,15.4791928749,468.0,788.0,0.0,0.625,22739.0,66.2431648819,75.8964724453,0.0,23.1427149818
70,68.3592885183,53.2959445213,0.0,14.2837352731,291.0,572.0,0.0,0.622222222222,65878.0,67.5796797944,77.9644517614,0.0,20.8950906054
72,52.3588683157,37.7745612737,0.0,13.3982354869,1218.0,1800.0,0.0,0.466666666667,65878.0,51.1727967605,72.1454884126,0.0,25.5892381136
75,61.863180476,51.0087017391,0.0,10.4054272059,1776.0,2713.0,0.0,0.682926829268,108837.0,61.4141289451,82.4540564301,0.0,16.8200650628
76,64.4164427872,37.3322914755,0.0,26.9448269157,1373.0,723.0,0.0,0.4,86098.0,64.2771183911,57.9545995714,0.0,41.8291134217
78,157.451769107,42.0843554212,116.166648707,7.75766899005,1099.0,3509.0,585.0,0.636363636364,108837.0,166.008673118,26.7284106492,73.7791956011,4.92701290945
79,42.3596148435,21.9664759899,0.0,20.2889331591,366.0,167.0,0.0,0.319444444444,22739.0,42.2554091489,51.8571192656,0.0,47.8968782743
