home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,38.1895217165,30.1430855852,0.0,7.892267566,1227.0,2124.0,0.0,0.545454545455,44339.0,38.0353531512,78.9302516251,0.0,20.6660550101
2,41.0400000821,,0.0,,0.0,0.0,0.0,,108837.0,,,0.0,
8,58.8920401409,50.9479931557,0.0,6.65295957669,1822.0,6319.0,0.0,0.625,108837.0,57.6009527324,86.5108307231,0.0,11.2968740101
11,72.5159703186,49.8460902617,0.0,22.5413558168,2753.0,2362.0,0.0,0.538461538462,86098.0,72.3874460785,68.7380863039,0.0,31.0846779237
13,51.9782678835,31.6292411373,0.0,19.0949730678,752.0,623.0,0.0,0.418604651163,40018.0,50.7242142051,60.8508948552,0.0,36.7364551481
14,156.923016481,,131.711911453,,0.0,0.0,375.0,,65938.0,,,83.934093549,
15,55.5227785803,43.906119885,0.0,9.05561919295,2133.0,5572.0,0.0,0.6,65878.0,52.961739078,79.0776704762,0.0,16.3097370566
18,50.8961549021,37.8713672829,0.0,12.3750365222,2739.0,3635.0,0.0,0.545454545455,108837.0,50.2464038051,74.4090930951,0.0,24.3142857177
22,53.2037642675,37.1258745471,0.0,14.7628281119,3628.0,4018.0,0.0,0.5,108837.0,51.888702659,69.7805410167,0.0,27.7477135596
25,57.6501911349,44.6674109882,0.0,10.9359960526,2133.0,4544.0,0.0,0.625,108837.0,55.6034070408,77.4800744089,0.0,18.9695746664
29,33.6798743748,22.8057185841,0.0,10.8735339434,3746.0,4936.0,0.0,0.428571428571,108837.0,33.6792525275,67.7131937319,0.0,32.2849599211
33,46.5605227095,36.5842287115,0.0,9.624321782,3797.0,6509.0,0.0,0.538461538462,108837.0,46.2085504935,78.5734922688,0.0,20.6705621456
34,70.6306195078,62.1000210228,0.0,6.68710555151,693.0,3759.0,0.0,0.772727272727,108837.0,68.7871265744,87.9222374879,0.0,9.46771470803
35,55.7280477423,39.6454381903,0.0,14.1485121364,2377.0,3466.0,0.0,0.461538461538,108837.0,53.7939503267,71.1409062339,0.0,25.3884941418
37,64.2819644018,42.5941825285,0.0,20.2539199922,1545.0,2316.0,0.0,0.5,86098.0,62.8481025206,66.2614823999,0.0,31.5079356716
42,32.4129096929,28.3438940505,0.0,4.02468446666,492.0,1753.0,0.0,0.710526315789,44339.0,32.3685785171,87.4463117288,0.0,12.4169181502
43,37.4346010039,25.0970617183,0.0,12.3127735063,2400.0,3241.0,0.0,0.428571428571,65878.0,37.4098352246,67.0424180979,0.0,32.8914244473
44,50.7624907986,25.1074664449,0.0,14.536631873,1136.0,1054.0,0.0,0.361111111111,108837.0,39.6440983179,49.4606668229,0.0,28.6365614538
45,59.809172368,47.5309159275,0.0,9.81621062401,971.0,2989.0,0.0,0.58064516129,108837.0,57.3471265515,79.4709474242,0.0,16.4125505092
46,120.023299669,41.5654015551,0.0,0.0,0.0,2082.0,0.0,0.967213114754,108837.0,41.5654015551,34.6311105173,0.0,0.0
47,64.5741384724,48.3985646627,0.0,14.5354339747,1314.0,2631.0,0.0,0.571428571429,44339.0,62.9339986373,74.9503838652,0.0,22.5096831619
50,43.9439081339,21.7680027842,0.0,16.3929300631,1877.0,1812.0,0.0,0.357142857143,108837.0,38.1609328473,49.5358826937,0.0,37.3042152127
51,56.7041799823,55.9119893475,0.0,0.0,0.0,1758.0,0.0,0.888888888889,23039.0,55.9119893475,98.6029413791,0.0,0.0
52,48.4265320439,32.5618559482,0.0,15.8550628883,1607.0,1496.0,0.0,0.4,44339.0,48.4169188365,67.2397022333,0.0,32.7404466501
54,57.7315737531,50.1451135662,0.0,6.06849772628,600.0,3928.0,0.0,0.785714285714,108837.0,56.2136112924,86.8590795405,0.0,10.511575091
55,47.4051501816,29.9984824878,0.0,13.5052966449,3135.0,4254.0,0.0,0.466666666667,108837.0,43.5037791327,63.2810620215,0.0,28.4890915716
57,54.4420806513,33.6403958886,0.0,19.8367562898,3327.0,2107.0,0.0,0.416666666667,108837.0,53.4771521784,61.7911650071,0.0,36.4364404382
58,73.9378815669,58.7656331284,0.0,10.2523311211,2860.0,7685.0,0.0,0.625,108837.0,69.0179642495,79.4797360744,0.0,13.8661412849
59,29.4700273475,13.8994922961,0.0,15.5683321241,2447.0,906.0,0.0,0.222222222222,108837.0,29.4678244201,47.1648435618,0.0,52.827681293
60,48.0003573275,36.3121349165,0.0,10.6053744803,2811.0,4660.0,0.0,0.583333333333,108837.0,46.9175093967,75.6497179151,0.0,22.0943656896
61,41.960658316,17.3322120581,0.0,24.1960109638,3708.0,1891.0,0.0,0.25,108837.0,41.5282230219,41.3058630483,0.0,57.663563764
67,86.0252346965,39.3826164302,0.0,29.3058077638,1706.0,1039.0,0.0,0.333333333333,65878.0,68.688424194,45.7803068706,0.0,34.0665246275
68,47.5081578856,36.3129162079,0.0,10.9061524472,486.0,821.0,0.0,0.625,22739.0,47.2190686551,76.4351173021,0.0,22.9563782991
70,34.79189782,17.2154014806,0.0,16.3121738012,1157.0,773.0,0.0,0.294117647059,65878.0,33.5275752818,49.4810647286,0.0,46.8849784673
72,48.2283713281,34.4842061013,0.0,12.4718643044,1157.0,1731.0,0.0,0.4375,65878.0,46.9560704057,71.5019088385,0.0,25.8600155073
75,49.5228777969,36.7883060866,0.0,12.0626987246,2263.0,2676.0,0.0,0.538461538462,108837.0,48.8510048112,74.2854771838,0.0,24.357830686
76,49.3568455539,11.3735013967,0.0,37.8784023465,2295.0,446.0,0.0,0.129032258065,86098.0,49.2519037432,23.0434122542,0.0,76.743969193
78,53.6534855948,44.0515099774,0.0,9.59215175234,1621.0,3215.0,0.0,0.636363636364,108837.0,53.6436617297,82.1037244627,0.0,17.8779657016
79,30.0832649355,10.9150974316,0.0,19.1210519754,524.0,178.0,0.0,0.2,22739.0,30.036149407,36.2829548421,0.0,63.5604280867
83,61.928560448,39.6286625604,0.0,22.2524257962,736.0,688.0,0.0,0.615384615385,108837.0,61.8810883566,63.9909312823,0.0,35.9324125012
84,70.1610321423,69.3118995846,0.0,0.0,0.0,2810.0,0.0,0.888888888889,108837.0,69.3118995846,98.7897376481,0.0,0.0
87,50.1521211621,40.9588951756,0.0,9.12654278123,1576.0,2847.0,0.0,0.632653061224,108837.0,50.0854379568,81.6693177208,0.0,18.197720395
88,36.5891607446,22.2459788071,0.0,11.1904754068,1561.0,1777.0,0.0,0.352941176471,108837.0,33.4364542139,60.7993688688,0.0,30.5841270448
89,25.3895973385,13.9381865185,0.0,9.86358314792,2267.0,2010.0,0.0,0.269230769231,108837.0,23.8017696664,54.8972334325,0.0,38.8489152326
92,126.72291331,86.4609210577,0.0,34.6199077169,470.0,777.0,0.0,0.571428571429,22739.0,121.080828775,68.2283249329,0.0,27.319374857
93,49.7237609528,36.77696526,0.0,12.943435071,3489.0,4301.0,0.0,0.5,108837.0,49.720400331,73.962557448,0.0,26.0306839686
95,59.3190267092,39.0508293706,0.0,17.0758492865,2211.0,2803.0,0.0,0.444444444444,44339.0,56.1266786571,65.8318781291,0.0,28.786462344
97,46.2680746995,24.124013052,0.0,21.3714163451,1388.0,845.0,0.0,0.342857142857,44339.0,45.495429397,52.1396518196,0.0,46.1904163591
99,25.912676807,16.2001488788,0.0,9.69734559121,1560.0,1331.0,0.0,0.222222222222,108837.0,25.8974944701,62.5182376931,0.0,37.4231719226
100,53.248940816,44.9289209532,0.0,8.31513769959,1648.0,6853.0,0.0,0.666666666667,108837.0,53.2440586528,84.3752387647,0.0,15.6155926713
102,47.8211792902,33.8981031026,0.0,11.4532506638,3877.0,5454.0,0.0,0.5,108837.0,45.3513537664,70.8851258077,0.0,23.9501635756
103,80.9697115652,64.6145903881,0.0,14.2270933882,3067.0,6858.0,0.0,0.625,108837.0,78.8416837763,79.800939313,0.0,17.5708831281
