home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
2,68.1841066443,31.4691805806,28.6666865702,9.03414539142,2638.0,4665.0,136.0,0.555555555556,108837.0,69.1700125422,46.1532490919,42.0430624981,13.2496351951
8,79.812751338,7.90853553223,0.0,13.4775093299,8053.0,2411.0,0.0,0.0909090909091,108837.0,21.3860448621,9.9088621801,0.0,16.886411136
11,107.658757445,23.4615652401,68.5379489861,7.10130503871,4495.0,5813.0,403.0,0.4,86098.0,99.1008192648,21.7925283523,63.6622144007,6.59612390781
13,116.867004082,21.6833616735,64.4996792734,9.08786733503,809.0,1906.0,47.0,0.428571428571,40018.0,95.2709082819,18.5538782686,55.1906671862,7.77624737317
14,125.616185152,13.8609117933,103.82225748,4.83295824316,3847.0,5355.0,211.0,0.333333333333,65938.0,122.516127516,11.0343358832,82.6503824757,3.84740090403
15,54.4998841371,15.9917805961,24.0310465279,7.8882230948,5634.0,4498.0,1.0,0.25,65878.0,47.9110502188,29.3427790706,44.093757094,14.473834614
18,51.5622129535,10.5244885681,26.9479335692,7.30982884121,6602.0,4712.0,16.0,0.2,108837.0,44.7822509785,20.4112429729,52.262949989,14.1767166739
22,89.7173837898,10.8516343005,0.0,11.0547115632,8893.0,3761.0,0.0,0.166666666667,108837.0,21.9063458637,12.095353032,0.0,12.3217052217
25,49.6254826098,27.2880220131,0.0,15.5579598204,5566.0,5459.0,0.0,0.333333333333,108837.0,42.8459818335,54.9879226922,0.0,31.3507476445
29,68.2533963161,8.68449076959,47.259446055,8.88777090451,7534.0,3730.0,634.0,0.166666666667,108837.0,64.8317077291,12.7238954225,69.2411639651,13.0217269531
33,76.4986820351,14.9431770745,42.1166890779,8.82398744839,6538.0,6073.0,9.0,0.25,108837.0,65.8838536007,19.5339013391,55.0554440383,11.5348228409
35,149.273907518,18.5534177168,114.665138739,18.2802811909,4400.0,3299.0,1560.0,0.230769230769,108837.0,151.498837647,12.4291096986,76.8152590403,12.2461329612
37,75.6509114384,30.1344143324,0.0,1.73411136494,686.0,5247.0,0.0,0.45,86098.0,31.8685256973,39.8335112683,0.0,2.29225442492
