home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,140.036192346,10.0055814391,126.018229392,8.85280400606,1036.0,809.0,474.0,0.238095238095,44339.0,144.876614837,7.14499678368,89.9897571343,6.32179714241
2,135.666385784,31.6466831344,0.0,5.83344594085,599.0,1697.0,0.0,0.648648648649,108837.0,37.4801290752,23.3268417608,0.0,4.2998462052
8,147.933026013,29.6249031527,114.959279171,2.72791652617,1232.0,5068.0,710.0,0.5,108837.0,147.31209885,20.0258887086,77.7103546576,1.84402131132
11,172.011619662,170.906606648,0.0,0.0,0.0,1965.0,0.0,0.977272727273,86098.0,170.906606648,99.3575939723,0.0,0.0
13,126.479952275,32.7131627354,87.2555090937,7.65312584525,379.0,1110.0,127.0,0.6,40018.0,127.621797674,25.8643066724,68.9876201916,6.05086079463
14,166.071224816,11.3212522813,67.891169416,5.97493022778,2795.0,3710.0,92.0,0.285714285714,65938.0,85.1873519251,6.81710651187,40.8807543217,3.5978118632
15,81.9132956494,11.7020765892,0.0,6.04692129082,3242.0,3153.0,0.0,0.25,65878.0,17.74899788,14.2859306251,0.0,7.38209986899
18,133.413730524,21.358636771,0.0,12.1653209202,2205.0,2540.0,0.0,0.368421052632,108837.0,33.5239576912,16.009324293,0.0,9.11849243134
22,98.393927262,77.397757483,0.0,20.2969439114,2211.0,2895.0,0.0,0.666666666667,108837.0,97.6947013944,78.6611121608,0.0,20.6282485883
25,136.311453179,124.734721154,0.0,10.3475221322,560.0,3992.0,0.0,0.818181818182,108837.0,135.082243286,91.5071464975,0.0,7.59108782926
29,69.4725478938,8.74362119578,51.949604007,8.61878022818,3048.0,2533.0,1015.0,0.181818181818,108837.0,69.3120054309,12.5857212105,74.7771682224,12.4060229392
33,98.0993899258,30.4784221884,61.9703271227,6.31746023614,2322.0,5509.0,294.0,0.533333333333,108837.0,98.7662095472,31.0689212354,63.170960767,6.43985680331
34,142.775576239,142.13620403,0.0,0.0,0.0,2580.0,0.0,0.966666666667,108837.0,142.13620403,99.5521837658,0.0,0.0
35,75.3365022593,58.451837642,0.0,16.0675779877,2078.0,2165.0,0.0,0.68,108837.0,74.5194156297,77.5876711674,0.0,21.3277461865
37,105.814285329,99.9691984908,0.0,0.0,0.0,2981.0,0.0,0.923076923077,86098.0,99.9691984908,94.4760891031,0.0,0.0
42,87.1606614432,73.7285657929,0.0,12.6326893799,219.0,1466.0,0.0,0.763157894737,44339.0,86.3612551728,84.5892683375,0.0,14.493567592
43,67.9727084756,61.9725124514,0.0,5.90714155813,642.0,3882.0,0.0,0.769230769231,65878.0,67.8796540095,91.1726394919,0.0,8.69046076081
44,112.246073159,79.6173098248,0.0,1.02159102927,18.0,836.0,0.0,0.848484848485,108837.0,80.6389008541,70.9310424712,0.0,0.910135206086
45,106.857137401,28.7370604408,0.0,0.646208887036,214.0,2654.0,0.0,0.58064516129,108837.0,29.3832693278,26.892972374,0.0,0.604740967947
46,129.979631452,60.8128150913,55.3553031786,14.1062952876,1270.0,3161.0,113.0,0.678571428571,108837.0,130.274413557,46.7864190814,42.5876751306,10.852696788
47,120.668161454,25.9284352577,0.0,5.91042992402,1278.0,3139.0,0.0,0.5,44339.0,31.8388651817,21.4873873483,0.0,4.89808566966
50,67.4930225446,2.57978524529,0.0,6.29012545198,1875.0,650.0,0.0,0.0625,108837.0,8.86991069727,3.82229917706,0.0,9.31966774464
51,166.88324353,17.7339572385,144.061940477,7.61870568823,351.0,517.0,199.0,0.416666666667,23039.0,169.414603403,10.6265655337,86.3249883147,4.56529099451
52,218.166300984,13.6741873411,200.123999588,12.8663517408,1302.0,959.0,626.0,0.173913043478,44339.0,226.66453867,6.26778163236,91.7300236954,5.8974973141
54,208.359567108,38.4637331418,173.151006164,3.26083716791,248.0,1605.0,601.0,0.791666666667,108837.0,214.875576474,18.4602673521,83.1020185766,1.56500477188
55,189.024884195,17.6593104496,0.0,4.92192743786,853.0,2306.0,0.0,0.529411764706,108837.0,22.5812378875,9.34232047005,0.0,2.6038515822
57,132.755961565,27.2947643008,0.0,6.16363953418,1732.0,4878.0,0.0,0.6,108837.0,33.4584038349,20.5601044043,0.0,4.6428344622
58,128.59768156,9.22973592188,0.0,7.09762639537,2372.0,2210.0,0.0,0.166666666667,108837.0,16.3273623172,7.17721797927,0.0,5.51924911029
59,58.1026776983,7.12199016928,0.0,15.6751192441,2262.0,820.0,0.0,0.125,108837.0,22.7971094134,12.2575937141,0.0,26.9783078251
60,154.467900747,2.70861464198,0.0,2.08614597291,853.0,1050.0,0.0,0.12,108837.0,4.7947606149,1.75351294922,0.0,1.3505368836
61,87.3477815358,23.3542331975,0.0,8.01412612466,1326.0,2636.0,0.0,0.458333333333,108837.0,31.3683593221,26.7370650827,0.0,9.17496241318
67,122.0886356,98.3142558998,0.0,11.4741602406,402.0,1496.0,0.0,0.75,65878.0,109.78841614,80.5269511092,0.0,9.39822136937
68,126.656356294,125.784417304,0.0,0.0,0.0,470.0,0.0,0.979166666667,22739.0,125.784417304,99.3115710769,0.0,0.0
72,77.4581112087,30.2117426445,0.0,10.2014224273,1242.0,2192.0,0.0,0.433333333333,65878.0,40.4131650718,39.0039754043,0.0,13.1702442367
75,192.808263017,22.8686876599,167.343702372,6.84640584816,998.0,2298.0,1132.0,0.5,108837.0,197.05879588,11.860844189,86.7928063631,3.55088819381
76,64.400311402,25.3724570019,0.0,38.9197209401,1902.0,739.0,0.0,0.302325581395,86098.0,64.2921779421,39.3980346517,0.0,60.434057061
78,161.670983537,41.136743256,122.023265995,7.50579668137,1266.0,2740.0,570.0,0.583333333333,108837.0,170.665805932,25.4447287671,75.476293473,4.6426368648
79,59.7391337665,24.5205530528,0.0,35.1111439578,334.0,86.0,0.0,0.267716535433,22739.0,59.6316970106,41.0460472169,0.0,58.7741096063
83,113.784556582,33.2516663197,0.0,0.64761432363,412.0,4709.0,0.0,0.631578947368,108837.0,33.8992806433,29.2233562431,0.0,0.56915836655
84,118.792194069,117.54980503,0.0,0.0,0.0,2140.0,0.0,0.987012987013,108837.0,117.54980503,98.9541492617,0.0,0.0
87,90.0237626873,69.9735987998,0.0,13.7733501441,1450.0,2818.0,0.0,0.673469387755,108837.0,83.7469489439,77.727920619,0.0,15.2996828092
88,81.556609772,34.6687935444,40.6101504144,13.5453275597,1704.0,2111.0,544.0,0.52,108837.0,88.8242715185,42.5088703924,49.7938187081,16.6084975793
89,69.5586274442,2.96772703504,24.7662747539,12.3113534553,4393.0,633.0,107.0,0.037037037037,108837.0,40.0453552442,4.26651178162,35.6048928277,17.6992472503
92,144.983505281,12.1539879494,0.0,9.56183776799,366.0,458.0,0.0,0.142857142857,22739.0,21.7158257174,8.38301427863,0.0,6.59512111356
93,195.887717253,51.3796563384,142.225287641,8.10966818316,1815.0,4240.0,1172.0,0.642857142857,108837.0,201.714612162,26.2291362924,72.6055158718,4.13995746997
95,147.263326937,24.5449408075,0.0,14.2040637698,2041.0,2110.0,0.0,0.333333333333,44339.0,38.7490045773,16.6673817019,0.0,9.64535031581
97,148.85710578,29.6415788723,116.931657054,6.15747612047,480.0,1417.0,285.0,0.526315789474,44339.0,152.730712046,19.9127738759,78.552956166,4.13650130317
99,44.3298901077,26.67943395,7.05105295052,10.9758262876,1121.0,1376.0,45.0,0.328571428571,108837.0,44.7063131881,60.183848607,15.9058660723,24.7594258883
100,104.721898828,8.41268173352,0.0,0.538486728936,551.0,2524.0,0.0,0.410256410256,108837.0,8.95116846246,8.0333548452,0.0,0.514206421923
102,173.88649336,11.6896230639,144.242573678,8.33212178723,3460.0,3687.0,992.0,0.214285714286,108837.0,164.264318529,6.72255954903,82.9521436028,4.79170154404
103,350.528637102,26.8367512635,323.983823407,5.24965464615,1463.0,3893.0,1349.0,0.5,108837.0,356.070229317,7.656079539,92.427205402,1.49763930546
104,244.683642266,19.7809642337,0.0,7.69536096801,1824.0,3262.0,0.0,0.3,108837.0,27.4763252017,8.08430185629,0.0,3.1450246926
106,65.9422675593,11.933258934,30.5168809012,12.2120813938,2708.0,2221.0,235.0,0.25,108837.0,54.662221229,18.0965249993,46.2781794298,18.5193531339
107,121.714373848,16.6093045896,0.0,2.88071446867,2610.0,7800.0,0.0,0.5,108837.0,19.4900190582,13.6461323872,0.0,2.36678247408
109,220.802944293,21.1338801984,0.0,11.786475001,2756.0,3330.0,0.0,0.333333333333,108837.0,32.9203551994,9.57137608199,0.0,5.33800626561
110,73.5774085652,23.721358391,0.0,8.82187178558,2634.0,4346.0,0.0,0.428571428571,108837.0,32.5432301766,32.2400025409,0.0,11.9899191309
112,105.467976726,99.3248794446,0.0,6.07317446353,122.0,2553.0,0.0,0.847826086957,108837.0,105.398053908,94.1753909838,0.0,5.75831133965
114,105.478468746,24.2469422429,0.0,12.0174157854,1603.0,3133.0,0.0,0.434782608696,108837.0,36.2643580283,22.9875751241,0.0,11.3932406568
115,98.2859772081,22.9349667282,0.0,15.9829297138,1142.0,1485.0,0.0,0.386666666667,108837.0,38.9178964421,23.3349327948,0.0,16.2616582425
116,247.040819637,12.1165214385,235.490000662,6.10357233927,434.0,570.0,484.0,0.32,44339.0,253.71009444,4.90466371357,95.3243277803,2.47067361104
118,155.891224696,15.1378878684,0.0,4.71058358816,552.0,1585.0,0.0,0.4375,65878.0,19.8484714566,9.71054522017,0.0,3.02171183614
119,149.775060866,6.16024045678,105.098163482,3.1814857831,719.0,1176.0,534.0,0.222222222222,65878.0,114.439889722,4.11299479443,70.1706698525,2.12417592402
123,105.425347681,0.717039864391,88.9176667365,9.24597140606,1320.0,59.0,268.0,0.0105263157895,43198.0,98.8806780069,0.680139909581,84.341829259,8.7701597476
124,231.793529698,10.3615104041,216.470959857,6.84928162994,4278.0,3164.0,608.0,0.25,86098.0,233.681751891,4.4701465212,93.3895610197,2.95490630773
125,194.300485882,8.65620109051,0.0,6.83170156306,3321.0,2225.0,0.0,0.166666666667,86098.0,15.4879026536,4.45505890076,0.0,3.51604965477
126,178.629647395,28.581681486,0.0,2.7653257671,139.0,574.0,0.0,0.405405405405,44339.0,31.3470072531,16.0005250544,0.0,1.5480777169
128,90.1389232786,31.7135416985,46.796875977,8.20743832778,1085.0,2121.0,147.0,0.473684210526,43198.0,86.7178560033,35.1829604182,51.9163911381,9.10532101921
129,120.075528232,1.54265079607,0.0,6.95064616956,2222.0,447.0,0.0,0.039603960396,108837.0,8.49329696563,1.28473371618,0.0,5.78856180933
130,153.255635301,16.9266196516,132.945372914,10.0024654906,961.0,1192.0,492.0,0.315789473684,44339.0,159.874458056,11.0446964109,86.7474612946,6.5266542865
131,164.766368465,148.616407954,0.0,14.1168551529,229.0,2546.0,0.0,0.833333333333,65878.0,162.733263107,90.1982663933,0.0,8.56780135685
133,68.4818973967,12.5654745941,0.0,6.92980230755,3130.0,4011.0,0.0,0.3125,107397.0,19.4952769016,18.3486075471,0.0,10.1191739291
134,124.018503558,15.3306182044,92.2166364033,6.69998604653,2330.0,3608.0,497.0,0.333333333333,107397.0,114.247240654,12.3615571584,74.3571594218,5.40240839415
135,154.479830163,12.2141437886,129.32492582,7.85753991841,446.0,577.0,231.0,0.227272727273,23039.0,149.396609527,7.90662688825,83.7163827041,5.08645038652
136,74.5496272061,33.63862743,0.0,17.4596691742,1275.0,1804.0,0.0,0.52,108837.0,51.0982966042,45.1224622988,0.0,23.42019649
138,142.648931072,48.2769302749,0.0,0.0,0.0,1722.0,0.0,0.93023255814,108837.0,48.2769302749,33.8431770306,0.0,0.0
139,69.7865741907,68.9114034441,0.0,0.0,0.0,2482.0,0.0,0.875,108837.0,68.9114034441,98.7459324995,0.0,0.0
140,57.7944564633,21.081069666,34.9108459629,4.27141941238,260.0,894.0,167.0,0.58064516129,44339.0,60.2633350413,36.4759372369,60.405180876,7.39070781831
142,68.5669198427,56.9220348698,0.0,6.62931516764,939.0,6295.0,0.0,0.733333333333,108837.0,63.5513500374,83.0167593941,0.0,9.66838700476
144,134.19100002,133.661046581,0.0,0.0,0.0,3388.0,0.0,0.958333333333,108837.0,133.661046581,99.605075274,0.0,0.0
145,154.623541201,4.56904648355,0.0,1.22640715122,188.0,614.0,0.0,0.319327731092,108837.0,5.79545363476,2.95494880538,0.0,0.793156812794
146,148.167774939,14.5831610817,0.0,10.2033172537,900.0,836.0,0.0,0.25,23039.0,24.7864783354,9.84232981004,0.0,6.88632683986
149,127.098500213,16.3717827169,0.0,4.68961152017,1074.0,2673.0,0.0,0.4,108837.0,21.0613942371,12.8811769529,0.0,3.68974575807
151,48.1755793571,38.3183202039,0.0,8.4116068192,1529.0,5734.0,0.0,0.666666666667,108837.0,46.7299270231,79.5388881986,0.0,17.4603127382
152,106.686725372,18.8194780471,0.0,10.7192438918,1085.0,1227.0,0.0,0.269230769231,65878.0,29.5387219389,17.6399434714,0.0,10.047401731
153,105.390219346,105.309279048,0.0,0.0,0.0,4379.0,0.0,0.913043478261,108837.0,105.309279048,99.9231994217,0.0,0.0
154,220.117367217,12.0530094884,138.773932862,8.94880882017,850.0,1162.0,253.0,0.214285714286,42898.0,159.77575117,5.47571944949,63.0454264542,4.06547149519
155,247.054739599,8.29645874321,0.0,4.52838184972,543.0,560.0,0.0,0.172043010753,108837.0,12.8248405929,3.35814595448,0.0,1.83294676194
157,356.688576058,46.1998146035,312.574694996,10.9481478916,680.0,2402.0,1132.0,0.571428571429,86098.0,369.722657491,12.9524234037,87.6323818526,3.06938562838
158,291.827246098,15.4578599365,280.507719396,10.0041537807,2142.0,2499.0,2069.0,0.238095238095,108837.0,305.969733113,5.29692142978,96.1211549458,3.4281082094
159,94.4345501145,60.1176126533,0.0,31.760210091,3853.0,3075.0,0.0,0.5,65878.0,91.8778227444,63.6606121176,0.0,33.6319811473
161,127.247551731,0.881415696793,0.0,0.508631440693,479.0,620.0,0.0,0.0666666666667,108837.0,1.39004713749,0.692677921741,0.0,0.399718056478
163,97.5594478094,19.8734069204,0.0,7.07944228265,1930.0,3337.0,0.0,0.366666666667,108837.0,26.952849203,20.3705610954,0.0,7.25654197682
167,169.684134963,22.6525566763,0.0,3.36638981241,791.0,2942.0,0.0,0.450980392157,108837.0,26.0189464887,13.3498377331,0.0,1.98391547516
169,145.568570538,71.6939706032,0.0,0.0,0.0,3189.0,0.0,0.931034482759,108837.0,71.6939706032,49.2509958283,0.0,0.0
170,146.101242333,30.2940089994,0.0,6.03836471495,1154.0,3835.0,0.0,0.631578947368,108837.0,36.3323737143,20.7349427805,0.0,4.13300025279
