home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,50.1097039727,36.5835444923,0.0,13.3523098217,793.0,990.0,0.0,0.6,44339.0,49.935854314,73.0069060321,0.0,26.6461558603
2,69.7052643418,58.4817039493,0.0,11.2217874661,777.0,2644.0,0.0,0.722222222222,108837.0,69.7034914154,83.898546977,0.0,16.0989095616
8,69.481174372,43.2054938064,0.0,26.229319861,3187.0,2770.0,0.0,0.444444444444,108837.0,69.4348136674,62.1830217996,0.0,37.7502540768
11,79.4341101266,79.1853740347,0.0,0.0,0.0,5965.0,0.0,0.9,86098.0,79.1853740347,99.6868648852,0.0,0.0
13,58.465446666,35.6691409579,0.0,22.7637943381,823.0,791.0,0.0,0.444444444444,40018.0,58.432935296,61.0089257707,0.0,38.9354663929
14,35.1764518887,24.6012211963,0.0,10.5616361035,3444.0,4507.0,0.0,0.5,65938.0,35.1628572998,69.936619174,0.0,30.0247339809
15,49.1245734004,26.6914624536,0.0,22.4155366428,7076.0,3125.0,0.0,0.333333333333,65878.0,49.1069990964,54.3342376452,0.0,45.6299873794
18,54.2761598704,40.6480179429,0.0,13.3550583249,2576.0,3931.0,0.0,0.6,108837.0,54.0030762678,74.8911088034,0.0,24.6057539015
22,52.6946499028,40.3773429463,0.0,12.2809090403,3820.0,5691.0,0.0,0.545454545455,108837.0,52.6582519866,76.6251280173,0.0,23.3057987157
25,44.1925213817,32.6425668395,0.0,11.5483139237,2808.0,4260.0,0.0,0.5,108837.0,44.1908807632,73.8644590054,0.0,26.1318285598
29,40.2094170985,24.9626726704,0.0,15.2318333225,3356.0,3932.0,0.0,0.428571428571,108837.0,40.1945059929,62.0816576606,0.0,37.8812587239
33,34.8516597075,14.2282057201,0.0,20.6226336782,5887.0,2596.0,0.0,0.214285714286,108837.0,34.8508393982,40.8250448887,0.0,59.1726013947
34,52.8903664334,52.8422328023,0.0,0.0,0.0,7135.0,0.0,0.923076923077,108837.0,52.8422328023,99.908993576,0.0,0.0
