home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,90.8831811286,19.1656826203,64.9421359471,7.23816055035,2847.0,2930.0,110.0,0.4,44339.0,91.3459791177,21.0882611967,71.4567152477,7.96424647604
2,105.045338836,37.2720373413,66.4884347646,8.95113979574,1065.0,3690.0,474.0,0.666666666667,108837.0,112.711611902,35.4818574097,63.2949881465,8.52121559599
8,85.5302871139,20.8687042508,0.0,19.2816108878,9097.0,4218.0,0.0,0.25,108837.0,40.1503151386,24.3991981729,0.0,22.5436059418
11,115.526274012,37.1694209668,74.1537867636,6.71610027128,1902.0,7453.0,430.0,0.6,86098.0,118.039308002,32.1739978933,64.1878112989,5.81348297494
13,104.878117057,27.0317377721,69.9341337797,8.34827929102,904.0,1948.0,58.0,0.5,40018.0,105.314150843,25.7744308637,66.6813399611,7.95998204895
14,142.038383007,11.6203051584,126.592735247,4.90383573428,4568.0,4921.0,344.0,0.333333333333,65938.0,143.116876139,8.18110211644,89.1257226156,3.45247223353
15,70.0024640885,20.8503597976,38.873978037,10.2809678702,5965.0,5259.0,4.0,0.333333333333,65878.0,70.0053057048,29.7851798063,55.5322995314,14.6865799713
18,65.5620740582,21.9617762781,34.96083361,8.77792443664,6830.0,7190.0,61.0,0.4,108837.0,65.7005343247,33.4976838265,53.3247828294,13.3887229206
22,94.3757084497,19.8188704605,0.0,10.4904126564,7300.0,6520.0,0.0,0.333333333333,108837.0,30.3092831169,20.9999699987,0.0,11.1155855979
25,64.3753577737,50.4622728336,0.0,13.907436195,3535.0,7224.0,0.0,0.6,108837.0,64.3697090286,78.3875609842,0.0,21.603664315
29,37.6365302994,18.5677797444,0.0,12.1865674601,6346.0,5338.0,0.0,0.333333333333,108837.0,30.7543472045,49.3344620153,0.0,32.3796252289
33,99.5093494093,26.7225450913,63.7230465179,9.15661151729,3559.0,10356.0,37.0,0.428571428571,108837.0,99.6022031265,26.8543059018,64.0372456419,9.20176000712
34,13.338228754,3.36273878122,0.0,5.99577277309,4033.0,1371.0,0.0,0.0666666666667,108837.0,9.35851155432,25.2112843709,0.0,44.9517914534
35,153.204108468,38.0860333185,111.466852121,7.65848674318,2032.0,5401.0,1759.0,0.5,108837.0,157.211372182,24.8596683858,72.7570906781,4.99887817615
37,67.9318052881,25.8744289217,38.7359549196,3.48215828193,952.0,5194.0,122.0,0.473684210526,86098.0,68.0925421232,38.0888286597,57.0218246892,5.12596164221
42,62.8508736231,58.2069022849,0.0,4.57856541375,366.0,2979.0,0.0,0.785714285714,44339.0,62.7854676987,92.6111268301,0.0,7.28480791088
