home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,83.6878740482,9.57362188703,60.8239808158,5.09371299424,1353.0,1647.0,182.0,0.25,44339.0,75.4913156971,11.4396762923,72.67956261,6.08656039143
2,134.722560428,37.3259862902,105.853336853,9.2276233291,775.0,2588.0,803.0,0.652173913043,108837.0,152.406946472,27.7058171783,78.571351759,6.84935269919
8,116.01361472,16.8562242957,0.0,18.2108989035,4670.0,2833.0,0.0,0.214285714286,108837.0,35.0671231992,14.5295225361,0.0,15.6972084247
11,147.002386412,28.4063114694,107.408976033,7.35121607082,2288.0,5272.0,811.0,0.5,86098.0,143.166503573,19.3237077048,73.0661444719,5.00074607647
13,125.969557951,14.8546554348,67.6251248291,15.2967165082,1087.0,862.0,50.0,0.25,40018.0,97.7764967721,11.7922581268,53.6837041656,12.1431850337
14,144.245849419,10.3991992686,124.679960212,7.58616884043,3838.0,3220.0,370.0,0.222222222222,65938.0,142.665328321,7.20935771145,86.4357350409,5.25919384923
15,82.7126313928,16.2237985691,52.3914048226,8.91329246751,5754.0,4229.0,16.0,0.25,65878.0,77.5284958592,19.6146565475,63.3414799413,10.776216785
18,87.0154504345,19.3116348687,55.7045300047,9.77732574518,3730.0,4493.0,324.0,0.375,108837.0,84.7934906186,22.1933401163,64.0168265826,11.2363099844
22,83.6518516516,56.3254259225,0.0,21.1890853147,5390.0,8346.0,0.0,0.5,108837.0,77.5145112371,67.3331490103,0.0,25.3300852238
25,79.8208155074,43.2631153739,0.0,31.2498980548,4673.0,3765.0,0.0,0.333333333333,108837.0,74.5130134287,54.200292366,0.0,39.1500611165
29,71.7234500732,8.49801815421,51.0933135893,8.88754377587,6462.0,3474.0,764.0,0.166666666667,108837.0,68.4788755194,11.8483120173,71.23655309,12.3914058328
33,78.5985414621,7.31096962973,51.535499979,12.9136893043,6892.0,2423.0,75.0,0.111111111111,108837.0,71.7601589131,9.30166068446,65.5680105768,16.4299350396
34,61.417110848,18.9428762257,0.0,11.3012915351,3219.0,2715.0,0.0,0.260869565217,108837.0,30.2441677608,30.8429946706,0.0,18.4008843449
35,185.060144255,26.5637311372,156.53654873,4.42952452718,1142.0,3102.0,2043.0,0.428571428571,108837.0,187.529804394,14.3541070089,84.5868511341,2.39355942632
37,84.8068147298,23.5098034339,0.0,1.65371911409,518.0,4356.0,0.0,0.45,86098.0,25.1635225479,27.7215970306,0.0,1.94998375939
42,81.2398837864,81.1033875348,0.0,0.0,0.0,1831.0,0.0,0.9,44339.0,81.1033875348,99.8319836942,0.0,0.0
43,78.1848327257,20.1368867703,46.006839401,9.18561002475,2320.0,2850.0,48.0,0.4,65878.0,75.3293361961,25.755489995,58.8436884715,11.7485830749
44,67.7561896666,29.3930042761,21.5579856546,11.7180848659,2519.0,4054.0,203.0,0.5,108837.0,62.6690747966,43.380544893,31.8169982118,17.2944861917
45,67.7814538691,35.4083737463,18.117291031,5.28743382707,1303.0,3424.0,87.0,0.428571428571,108837.0,58.8130986044,52.2390295945,26.7289796793,7.80070878574
46,69.6264484978,27.9276434859,25.4411378992,11.573026402,5872.0,6214.0,65.0,0.4,108837.0,64.9418077872,40.1106822026,36.5394737892,16.6215951721
47,129.229940492,9.80625094994,102.629042809,7.10935656263,2829.0,1694.0,326.0,0.166666666667,44339.0,119.544650321,7.58821904014,79.4158400278,5.50132309555
50,151.42029965,11.80133468,0.0,4.67216903275,1599.0,2506.0,0.0,0.375,108837.0,16.4735037128,7.79375995644,0.0,3.08556319302
51,117.943431808,3.70961413998,101.266926718,5.60254005201,817.0,433.0,147.0,0.0714285714286,23039.0,110.57908091,3.14524860189,85.8605902556,4.7501925
52,117.605526747,29.4687707574,70.0819216991,11.6743277258,1658.0,2279.0,102.0,0.4,44339.0,111.225020182,25.0573009386,59.5906703006,9.92668291087
54,67.3315473107,17.7343686785,44.4283139895,2.8426990878,3507.0,11218.0,439.0,0.5,108837.0,65.0053817557,26.3388699455,65.9843947807,4.22194231581
55,98.6184935405,9.91894155626,80.6684331391,6.18505252209,4920.0,4331.0,645.0,0.25,108837.0,96.7724272174,10.0578919837,81.798484486,6.27169641315
57,65.4416407494,17.1909779555,40.0228893548,4.35079336023,3542.0,5896.0,290.0,0.4,108837.0,61.5646606706,26.2691732032,61.1581386049,6.64835616956
58,95.4187052268,27.8889512721,51.6781544075,14.4644102614,3686.0,5132.0,318.0,0.352941176471,108837.0,94.031515941,29.2279707692,54.1593540644,15.158883394
59,47.812850505,13.3004416044,23.9558224245,6.1815331307,3125.0,3238.0,254.0,0.333333333333,108837.0,43.4377971596,27.8177131543,50.1033135893,12.9286019667
60,120.617276351,11.4735599336,74.7675979334,8.02560160375,6307.0,5476.0,376.0,0.25,108837.0,94.2667594708,9.5123686098,61.9874699505,6.65377452262
61,96.6310826377,12.751315281,71.4717738964,10.6878446104,2622.0,2429.0,766.0,0.230769230769,108837.0,94.9109337878,13.1958733494,73.9635445919,11.0604624503
67,95.5370207442,20.3478582028,49.4933714825,14.7930338193,2615.0,2435.0,164.0,0.25,65878.0,84.6342635045,21.2984014409,51.8054374073,15.4840853358
68,136.839263214,11.5301205209,77.4714175436,4.69186992451,489.0,726.0,154.0,0.375,22739.0,93.693407989,8.42603230248,56.6149040297,3.4287453866
70,99.6343254672,65.6202122376,34.8909606145,4.48630265951,204.0,1462.0,162.0,0.754716981132,65878.0,104.997475512,65.861049322,35.0190162385,4.50276813585
