home,total,baseline,defrost,usage,usage_cycles,non_usage_cycles,defrost_cycles,baseline_duty_percent,total_mins,artifical_sum,baseline_percentage,defrost_percentage,usage_percentage
1,36.3165376581,27.5994533582,0.0,8.70724375318,2257.0,3594.0,0.0,0.5,44339.0,36.3066971113,75.9969290521,0.0,23.9759743486
2,60.337186923,49.7445302473,0.0,10.5724797138,1087.0,3695.0,0.0,0.692307692308,108837.0,60.317009961,82.4442317982,0.0,17.5223278594
8,49.6177558257,23.1033226295,0.0,26.5036633293,10560.0,3226.0,0.0,0.25,108837.0,49.6069859588,46.5626109949,0.0,53.415683334
11,62.7927088993,57.9925806637,0.0,4.79534484919,965.0,8006.0,0.0,0.75,86098.0,62.7879255129,92.3555961835,0.0,7.63678607477
13,47.4165826327,33.1916078429,0.0,14.2049677929,1200.0,1805.0,0.0,0.5,40018.0,47.3965756358,70.0,0.0,29.9578059072
14,29.7850344858,25.83978215,0.0,3.9389846298,2252.0,8712.0,0.0,0.6,65938.0,29.7787667798,86.7542462047,0.0,13.2247106568
15,36.2938669174,23.3874932919,0.0,12.9049091002,7414.0,4966.0,0.0,0.333333333333,65878.0,36.292402392,64.439243537,0.0,35.5567212762
18,35.8199223407,24.3548896543,0.0,11.4618308341,7914.0,6236.0,0.0,0.4,108837.0,35.8167204884,67.9925808398,0.0,31.998480413
22,40.1168346126,26.4725537617,0.0,13.6425740784,8521.0,5705.0,0.0,0.4,108837.0,40.1151278401,65.9886404731,0.0,34.0071050224
29,35.9778318755,22.5180531336,0.0,13.4572119677,6243.0,4323.0,0.0,0.4,108837.0,35.9752651013,62.5886885334,0.0,37.4041771452
33,44.1536426915,34.0085173921,0.0,10.1401637514,5342.0,9658.0,0.0,0.5,108837.0,44.1486811435,77.0231295065,0.0,22.9656334863
34,48.8745556257,48.8586786721,0.0,0.0,0.0,8018.0,0.0,0.923076923077,108837.0,48.8586786721,99.967514889,0.0,0.0
35,84.1534112326,84.0726372309,0.0,0.0,0.0,5753.0,0.0,0.882352941176,108837.0,84.0726372309,99.9040157725,0.0,0.0
37,39.6395550051,33.2192887839,0.0,6.39134847616,1572.0,5045.0,0.0,0.473684210526,86098.0,39.6106372601,83.8033847244,0.0,16.1236635359
42,29.2433767697,24.7241022104,0.0,4.51342869,692.0,2784.0,0.0,0.642857142857,44339.0,29.2375309004,84.5459893537,0.0,15.4340202417
43,41.699145777,31.5339409842,0.0,10.1588658025,3516.0,6381.0,0.0,0.5,65878.0,41.6928067867,75.6225107172,0.0,24.3622875559
44,58.2468272065,58.1928455642,0.0,0.0,0.0,4223.0,0.0,0.888888888889,108837.0,58.1928455642,99.9073226046,0.0,0.0
45,41.8347805352,31.5174002119,0.0,10.3164475523,2798.0,4618.0,0.0,0.428571428571,108837.0,41.8338477641,75.3377926421,0.0,24.6599777035
46,53.8772183332,40.3434053565,0.0,13.4618705305,6181.0,9945.0,0.0,0.5,108837.0,53.805275887,74.8802677729,0.0,24.9862018623
47,35.4346720301,22.4054742323,0.0,13.0225237636,4219.0,2597.0,0.0,0.333333333333,44339.0,35.4279979959,63.2303699983,0.0,36.7507952453
50,47.3503680762,31.550682276,0.0,15.7814273035,2292.0,3666.0,0.0,0.5,108837.0,47.3321095795,66.6323907455,0.0,33.3290488432
51,28.163972451,12.473372654,0.0,15.6868183829,2306.0,739.0,0.0,0.2,23039.0,28.1601910368,44.2883995704,0.0,55.6981740064
52,55.2186852409,41.5434268631,0.0,13.6602539798,2004.0,3513.0,0.0,0.5,44339.0,55.2036808429,75.2343643857,0.0,24.7384629319
54,29.1291293066,23.854805307,0.0,5.2711486089,6579.0,13361.0,0.0,0.5,108837.0,29.1259539159,81.893300194,0.0,18.0957987224
55,27.7084859564,21.1926371051,0.0,6.51524023465,5017.0,8771.0,0.0,0.5,108837.0,27.7078773398,76.4842840512,0.0,23.51351945
57,36.2988837243,19.992458487,0.0,16.2958472169,6090.0,4017.0,0.0,0.333333333333,108837.0,36.2883057039,55.07733692,0.0,44.8935216319
58,43.6081370259,32.7603076815,0.0,10.8455470324,5315.0,8910.0,0.0,0.5,108837.0,43.6058547139,75.1242999948,0.0,24.8704663212
59,23.6616423197,12.2949045148,0.0,11.3593947139,5627.0,2269.0,0.0,0.25,108837.0,23.6542992287,51.9613319678,0.0,48.0076342985
60,34.8585661823,28.2657405676,0.0,6.5845299065,6099.0,12561.0,0.0,0.5,108837.0,34.8502704741,81.0869283025,0.0,18.8892735061
61,40.1190640015,29.5209129839,0.0,10.5569900153,3487.0,5511.0,0.0,0.5,108837.0,40.0779029992,73.5832545414,0.0,26.3141483434
67,58.5532968171,41.9144419309,0.0,16.6164061172,1994.0,3239.0,0.0,0.5,65878.0,58.5308480481,71.583402147,0.0,28.378258818
68,44.9104077595,35.947129673,0.0,8.95976342,592.0,1420.0,0.0,0.625,22739.0,44.906893093,80.0418688371,0.0,19.9503052121
70,47.5298364592,39.4458166865,0.0,7.99466186852,897.0,1652.0,0.0,0.633802816901,65878.0,47.4404785551,82.9916945335,0.0,16.8203016549
72,48.0622242074,32.8391390802,0.0,15.1787121953,2628.0,4051.0,0.0,0.428571428571,65878.0,48.0178512755,68.3262991295,0.0,31.5813769454
75,54.9773258356,54.2374191112,0.0,0.739132722887,20.0,5014.0,0.0,0.85,108837.0,54.9765518341,98.654160214,0.0,1.34443193017
76,39.0169203317,10.9505620061,0.0,28.0542326084,5009.0,989.0,0.0,0.142857142857,86098.0,39.0047946145,28.066187472,0.0,71.9027344288
78,55.4155959101,47.3702671914,0.0,8.0406979405,2197.0,6308.0,0.0,0.6,108837.0,55.4109651319,85.4818330715,0.0,14.5098104756
79,45.391885398,31.1853927434,0.0,14.1633034201,352.0,417.0,0.0,0.469565217391,22739.0,45.3486961635,68.7025719905,0.0,31.2022805309
83,39.893598029,28.4473464556,0.0,11.4419912575,4649.0,4137.0,0.0,0.5,108837.0,39.8893377131,71.3080490633,0.0,28.6812717398
84,38.7767072635,23.9458569899,0.0,14.8193130206,7678.0,4658.0,0.0,0.4,108837.0,38.7651700105,61.7531984528,0.0,38.2170484975
87,43.4896221824,32.6536013222,0.0,10.8351939355,4609.0,7930.0,0.0,0.5,108837.0,43.4887952577,75.0836629145,0.0,24.9144356556
88,24.4081369875,14.0581973323,0.0,10.3491524229,10368.0,4728.0,0.0,0.25,108837.0,24.4073497553,57.5963554265,0.0,42.4004192872
89,13.0754651713,2.62684197995,0.0,10.447035496,5076.0,854.0,0.0,0.0526315789474,108837.0,13.0738774759,20.0898548965,0.0,79.8980025499
92,87.8049168386,,0.0,,0.0,0.0,0.0,,22739.0,,,0.0,
93,44.0103862618,29.7302122483,0.0,14.2720172286,7521.0,5796.0,0.0,0.4,108837.0,44.0022294769,67.5527182867,0.0,32.4287479407
95,43.089545633,34.6351763249,0.0,8.45024472246,3010.0,5720.0,0.0,0.5,44339.0,43.0854210474,80.3795347947,0.0,19.6108930794
97,41.1654264564,13.7721787579,0.0,27.2839461804,2426.0,671.0,0.0,0.181818181818,44339.0,41.0561249383,33.4556931471,0.0,66.2787890933
99,19.2219168498,10.37381484,0.0,8.84719570043,3041.0,1287.0,0.0,0.130434782609,108837.0,19.2210105404,53.9686802362,0.0,46.0266047843
100,51.1066568458,46.5339307023,0.0,4.56936552165,1474.0,10781.0,0.0,0.714285714286,108837.0,51.1032962239,91.0525821376,0.0,8.94084215965
102,47.0149938921,39.9147329005,0.0,7.08275665024,3960.0,11728.0,0.0,0.6,108837.0,46.9974895507,84.897879583,0.0,15.064889015
103,60.6797255824,47.2197239016,0.0,13.4502968929,6808.0,11525.0,0.0,0.5,108837.0,60.6700207945,77.817958879,0.0,22.1660476605
104,68.8931978555,,0.0,,0.0,0.0,0.0,,108837.0,,,0.0,
106,24.9172910446,17.1604465736,0.0,7.75287523257,4681.0,3989.0,0.0,0.4,108837.0,24.9133218062,68.8696317064,0.0,31.114438639
107,41.6552518819,24.6776019678,0.0,16.9761151419,15286.0,7740.0,0.0,0.333333333333,108837.0,41.6537171097,59.2424744851,0.0,40.7538410523
109,54.2134723651,41.0403970059,0.0,13.1702373537,6937.0,11019.0,0.0,0.5,108837.0,54.2106343596,75.7014727438,0.0,24.293292385
110,23.3218688964,11.8824708747,0.0,11.4270139979,8715.0,4655.0,0.0,0.25,108837.0,23.3094848726,50.9499085492,0.0,48.9969909729
112,63.1632185171,48.3981610163,0.0,14.7613793399,2996.0,4953.0,0.0,0.583333333333,108837.0,63.1595403562,76.6239627311,0.0,23.3702140049
114,37.8329546775,26.8261052385,0.0,11.0023245072,3510.0,5225.0,0.0,0.4375,108837.0,37.8284297457,70.9067147072,0.0,29.081325001
115,35.196030832,12.5787723177,0.0,22.5992646335,4728.0,1535.0,0.0,0.166666666667,108837.0,35.1780369512,35.7391785958,0.0,64.2096966599
116,37.2003519091,22.1276936774,0.0,15.0570205313,2558.0,1726.0,0.0,0.4,44339.0,37.1847142087,59.4824848202,0.0,40.4754787482
118,44.548106589,39.3631622877,0.0,5.1778621191,1253.0,4353.0,0.0,0.666666666667,65878.0,44.5410244068,88.3610220538,0.0,11.6230801162
119,29.8620213718,22.0193898251,0.0,7.82669663668,3650.0,5136.0,0.0,0.5,65878.0,29.8460864618,73.7371042334,0.0,26.2095339737
123,44.4013057048,26.4222233039,0.0,17.9453308382,4769.0,2760.0,0.0,0.333333333333,43198.0,44.3675541422,59.5077619554,0.0,40.416223247
124,52.0338610532,38.2994876373,0.0,13.7269390969,5793.0,10123.0,0.0,0.5,86098.0,52.0264267342,73.6049312161,0.0,26.3807813202
125,76.9350165306,55.9716166419,0.0,20.9556227045,5408.0,9271.0,0.0,0.5,86098.0,76.9272393464,72.7518094699,0.0,27.2380817597
126,64.3463606691,47.1629742156,0.0,17.0851758486,983.0,1469.0,0.0,0.434782608696,44339.0,64.2481500642,73.2954804673,0.0,26.5518914682
128,31.6405315694,22.0651649129,0.0,9.57173315494,2934.0,2374.0,0.0,0.4,43198.0,31.6368980678,69.7370234267,0.0,30.2514928801
129,51.2220426064,41.7151962024,0.0,9.5060393255,1290.0,5184.0,0.0,0.666666666667,108837.0,51.2212355279,81.4399310917,0.0,18.5584932615
130,44.4044927476,30.3813483095,0.0,14.0043889407,2386.0,3215.0,0.0,0.5,44339.0,44.3857372502,68.4195369197,0.0,31.5382252429
131,53.5124443221,50.1807366133,0.0,3.31964176868,1364.0,14004.0,0.0,0.666666666667,65878.0,53.500378382,93.773957159,0.0,6.20349492672
133,29.845638206,23.8644431886,0.0,5.97878154217,6355.0,13089.0,0.0,0.5,107397.0,29.8432247308,79.9595673709,0.0,20.0323461033
134,36.627651125,24.4237902106,0.0,12.1956014658,8464.0,5950.0,0.0,0.4,107397.0,36.6193916764,66.6812898465,0.0,33.2961603903
135,48.0913373938,26.7718495262,0.0,21.0766023252,1451.0,890.0,0.0,0.363636363636,23039.0,47.8484518514,55.6687565308,0.0,43.8261929641
136,28.461820945,18.6757959523,0.0,9.77967421124,3800.0,3141.0,0.0,0.333333333333,108837.0,28.4554701636,65.6170101991,0.0,34.3606764659
138,25.3064947169,15.4845229781,0.0,9.82123742971,4758.0,3634.0,0.0,0.3,108837.0,25.3057604078,61.18794069,0.0,38.8091576473
139,35.7211941507,18.8086378564,0.0,16.9103136745,1409.0,2048.0,0.0,0.428571428571,108837.0,35.718951531,52.6540008072,0.0,47.3397210721
140,32.0132633311,13.5598037075,0.0,18.0328980404,1094.0,447.0,0.0,0.276923076923,44339.0,31.5927017479,42.356830565,0.0,56.329458993
